pH,Moisture (%),Bearing Capacity (kN/m²),Soil Type
5.2,6.9,400.63,Sandy
6.06,41.64,141.4,Clay
8.81,42.24,244.11,Loamy
6.63,9.82,161.06,Clay
8.41,18.61,391.61,Clay
7.06,6.26,79.64,Silty
8.64,10.32,321.32,Clay
8.4,38.98,141.66,Clay
6.95,20.63,384.09,Clay
8.87,45.62,148.79,Loamy
8.76,17.3,391.56,Silty
4.9,44.39,386.99,Sandy
7.93,9.43,408.2,Sandy
7.38,28.04,238.62,Peaty
5.41,16.27,148.11,Sandy
4.53,8.98,238.28,Loamy
7.6,27.29,316.69,Sandy
4.64,42.46,441.2,Peaty
7.65,49.32,216.48,Sandy
8.81,37.49,404.38,Sandy
4.73,24.94,175.88,Clay
7.3,48.77,184.05,Clay
8.24,5.26,161.17,Loamy
6.48,37.39,141.02,Loamy
7.28,39.75,417.32,Loamy
4.67,49.15,338.82,Sandy
6.81,32.85,77.17,Sandy
8.03,14.22,237.86,Loamy
7.89,23.87,169.24,Clay
4.86,41.77,137.76,Loamy
7.58,14.64,133.86,Silty
8.74,20.88,318.19,Loamy
5.65,43.99,161.19,Peaty
4.63,27.26,187.6,Silty
8.31,8.89,279.32,Loamy
5.9,12.71,396.44,Peaty
5.26,36.41,427.68,Loamy
8.27,49.69,197.56,Loamy
8.11,27.51,271.63,Sandy
6.28,29.74,410.54,Silty
7.3,23.2,293.41,Silty
6.37,36.71,316.75,Peaty
5.52,37.64,330.67,Peaty
6.17,28.97,382.73,Sandy
8.1,19.98,426.9,Silty
8.61,42.27,443.45,Peaty
4.95,22.49,253.27,Peaty
8.65,30.9,351.19,Clay
7.0,20.08,350.65,Silty
5.01,38.65,250.77,Clay
4.96,45.7,345.04,Sandy
5.53,5.97,123.57,Clay
4.89,6.94,50.51,Loamy
5.88,12.17,411.8,Peaty
7.78,38.25,135.83,Clay
4.9,18.41,385.43,Peaty
5.91,29.68,192.37,Peaty
8.85,28.59,276.28,Sandy
5.33,34.97,279.48,Clay
8.56,38.43,419.43,Peaty
5.28,29.05,154.18,Silty
5.08,11.25,209.13,Peaty
5.42,13.86,190.9,Clay
5.78,33.05,198.67,Clay
7.36,38.97,437.3,Peaty
6.12,16.35,217.47,Clay
6.57,43.59,334.75,Loamy
8.93,13.14,183.57,Peaty
7.46,11.52,126.03,Clay
7.2,39.68,180.1,Peaty
7.51,11.46,251.49,Loamy
5.41,42.96,166.95,Sandy
6.44,26.73,262.12,Silty
4.74,38.32,421.86,Loamy
5.49,33.54,256.05,Clay
8.4,31.78,370.57,Silty
8.81,21.36,102.18,Peaty
8.19,33.78,305.06,Peaty
7.45,26.81,193.36,Peaty
5.67,49.55,264.15,Peaty
7.62,42.76,149.85,Clay
6.66,32.86,258.4,Clay
8.98,20.69,151.38,Peaty
6.32,37.33,359.63,Clay
7.01,34.09,281.55,Loamy
7.98,35.83,199.17,Sandy
5.59,15.27,190.59,Clay
5.33,9.11,275.2,Loamy
8.91,32.79,181.16,Sandy
7.39,8.15,113.1,Clay
8.67,11.75,114.94,Sandy
4.71,19.4,93.04,Sandy
8.25,18.03,365.76,Loamy
6.87,21.51,167.03,Clay
8.04,32.17,159.75,Clay
7.07,23.0,66.19,Peaty
7.89,10.47,335.05,Sandy
8.6,24.14,119.62,Clay
6.13,11.23,311.94,Peaty
7.03,44.72,277.36,Silty
8.75,42.47,65.58,Loamy
4.79,31.95,434.29,Silty
8.37,23.22,112.75,Peaty
7.03,34.58,339.83,Clay
5.4,47.58,167.98,Clay
5.67,41.52,440.44,Sandy
5.81,43.51,421.28,Silty
8.71,48.58,197.54,Loamy
7.61,32.26,340.41,Loamy
8.2,37.51,80.42,Peaty
8.2,17.73,308.76,Silty
7.33,19.57,347.45,Clay
8.26,47.54,350.97,Clay
4.52,6.19,271.55,Peaty
8.5,17.17,217.05,Silty
8.18,26.73,387.2,Sandy
7.92,35.42,345.18,Silty
4.96,32.27,382.02,Loamy
7.18,23.04,144.23,Sandy
5.47,46.6,331.9,Sandy
6.07,42.14,150.85,Clay
5.59,20.9,410.82,Silty
7.93,46.15,396.94,Peaty
5.69,21.9,251.39,Silty
6.74,41.89,295.68,Loamy
7.16,10.2,433.84,Sandy
8.95,17.5,369.86,Sandy
4.93,44.83,429.47,Sandy
5.13,48.05,267.03,Clay
8.67,6.28,394.68,Peaty
5.24,49.29,103.78,Sandy
7.05,40.73,93.28,Sandy
8.87,11.69,138.18,Clay
7.86,15.71,91.28,Loamy
7.85,19.07,223.55,Peaty
7.84,29.63,261.42,Clay
7.14,10.61,258.6,Clay
7.37,39.49,433.3,Peaty
8.9,23.98,345.71,Sandy
8.32,32.81,282.86,Loamy
8.14,20.61,308.68,Clay
8.2,48.13,313.35,Clay
7.77,8.84,109.27,Sandy
8.26,44.39,250.2,Peaty
7.32,11.45,98.1,Silty
7.19,43.35,435.13,Peaty
7.33,32.18,300.72,Sandy
6.63,44.5,179.39,Clay
5.33,47.55,192.48,Sandy
5.2,23.14,113.95,Silty
8.4,43.95,284.49,Peaty
5.76,30.07,394.15,Silty
8.13,43.05,309.09,Silty
7.44,10.24,258.65,Clay
8.29,17.08,196.48,Peaty
6.83,31.43,420.03,Loamy
5.84,40.84,175.8,Loamy
7.54,8.53,172.64,Peaty
8.93,42.19,350.98,Peaty
5.15,15.89,129.28,Silty
7.57,27.19,354.85,Loamy
6.87,21.88,304.72,Silty
8.53,33.95,109.21,Sandy
5.13,26.11,386.72,Peaty
5.29,30.73,230.03,Sandy
8.68,35.53,204.95,Clay
7.64,5.57,265.71,Loamy
8.02,19.45,93.3,Silty
7.7,46.39,395.81,Clay
5.08,39.13,290.29,Peaty
5.84,24.92,274.5,Peaty
7.86,40.53,348.18,Silty
7.03,11.31,403.43,Loamy
7.68,34.71,356.32,Silty
5.61,35.51,181.22,Silty
6.58,38.6,195.28,Peaty
8.38,25.34,276.94,Loamy
6.58,8.16,173.05,Clay
8.27,9.29,392.27,Sandy
7.83,44.14,305.85,Peaty
8.78,26.12,70.22,Silty
7.12,36.52,406.01,Sandy
7.88,35.18,195.18,Peaty
6.49,36.87,235.62,Silty
4.94,18.58,264.03,Clay
8.28,17.73,442.04,Sandy
5.79,15.1,303.27,Clay
5.5,32.26,388.03,Silty
8.82,19.07,377.04,Sandy
5.14,6.11,202.56,Clay
7.14,9.47,341.39,Loamy
7.39,42.06,130.74,Sandy
8.63,34.25,388.72,Silty
4.67,17.79,373.53,Sandy
8.8,42.86,238.27,Sandy
8.83,41.32,261.16,Clay
6.44,22.2,340.64,Peaty
5.29,36.71,210.09,Loamy
4.63,29.55,364.05,Silty
8.06,9.91,123.09,Loamy
6.06,5.6,247.12,Silty
5.44,20.32,315.66,Loamy
7.76,22.73,417.86,Sandy
5.04,9.21,67.08,Loamy
8.55,33.95,166.45,Peaty
7.54,23.89,106.03,Sandy
6.07,18.06,444.83,Sandy
5.6,38.51,213.32,Loamy
5.92,27.98,298.21,Peaty
6.49,46.95,242.53,Peaty
4.77,30.38,144.81,Clay
5.88,6.03,364.57,Clay
4.93,38.26,88.16,Loamy
7.83,23.82,190.88,Loamy
5.25,39.6,394.16,Peaty
5.75,13.66,95.82,Clay
5.76,40.51,84.25,Sandy
6.86,19.85,403.91,Clay
7.32,45.55,211.5,Sandy
7.51,26.66,132.99,Loamy
7.8,21.08,297.48,Sandy
6.89,28.1,286.3,Peaty
6.08,37.31,435.53,Clay
8.19,26.72,405.02,Clay
6.43,36.14,260.28,Loamy
7.4,42.33,80.17,Silty
8.53,16.23,141.69,Loamy
8.77,21.98,282.82,Loamy
7.74,21.2,248.25,Loamy
8.33,49.31,120.55,Clay
6.8,46.24,121.35,Loamy
7.65,29.05,433.86,Sandy
6.93,31.56,276.94,Loamy
7.34,46.59,72.62,Clay
4.77,30.77,253.75,Peaty
5.86,37.51,298.72,Peaty
6.68,47.18,350.54,Sandy
8.29,22.79,164.53,Silty
7.41,10.07,103.75,Clay
8.89,33.44,292.12,Loamy
6.42,11.06,96.43,Clay
8.52,34.29,114.18,Peaty
8.07,34.05,196.21,Clay
7.28,8.94,420.09,Silty
5.03,20.58,425.38,Peaty
4.51,49.56,126.88,Loamy
7.57,29.21,234.92,Sandy
4.73,46.48,338.2,Silty
8.52,5.25,86.22,Sandy
7.28,27.53,119.65,Silty
8.09,24.29,157.07,Peaty
5.58,5.16,321.19,Peaty
7.58,12.35,350.5,Silty
7.7,33.32,364.73,Peaty
6.36,16.55,57.14,Loamy
7.69,37.23,287.36,Sandy
8.62,37.18,80.75,Clay
5.54,34.16,56.32,Peaty
5.64,32.14,406.27,Peaty
6.21,7.87,287.49,Silty
7.32,41.8,192.75,Silty
8.61,5.01,140.27,Loamy
7.77,46.56,398.74,Loamy
7.76,19.65,59.51,Peaty
8.97,44.77,400.19,Sandy
4.7,7.07,398.95,Sandy
6.32,12.81,163.85,Loamy
6.53,48.64,188.35,Silty
4.96,39.26,324.71,Sandy
5.41,34.36,121.04,Peaty
8.08,14.67,291.66,Peaty
5.29,16.46,334.24,Clay
6.38,20.48,416.85,Sandy
7.14,41.82,78.59,Silty
5.38,21.65,298.44,Silty
6.12,44.14,182.4,Peaty
8.74,31.98,55.64,Loamy
5.71,38.79,228.14,Clay
5.12,47.79,180.7,Clay
8.56,24.18,159.66,Loamy
5.06,40.2,420.9,Silty
7.96,23.99,101.97,Silty
6.87,11.57,367.68,Loamy
7.05,30.92,55.71,Loamy
6.44,22.99,149.86,Sandy
7.57,40.94,341.24,Loamy
8.4,40.08,152.06,Clay
7.74,37.0,430.51,Clay
6.92,31.19,125.86,Clay
5.61,20.23,156.99,Clay
8.68,7.9,54.01,Silty
8.01,49.83,61.36,Loamy
6.81,25.11,53.32,Peaty
8.85,41.63,407.72,Peaty
6.15,7.98,320.77,Loamy
7.44,48.21,58.53,Loamy
5.25,39.35,121.85,Sandy
8.14,41.69,418.11,Loamy
8.29,47.24,382.88,Clay
8.13,44.16,233.52,Silty
7.1,15.6,356.27,Sandy
5.15,14.09,128.27,Peaty
6.03,22.28,77.34,Clay
8.13,35.6,369.81,Loamy
5.06,14.36,199.68,Sandy
5.86,38.59,238.62,Clay
4.98,10.32,126.71,Peaty
7.56,8.1,125.02,Clay
8.61,7.01,404.66,Loamy
7.6,42.47,137.19,Silty
6.28,49.67,76.76,Silty
6.85,10.72,237.68,Sandy
7.73,22.75,357.12,Peaty
5.53,19.41,256.14,Loamy
5.9,29.55,340.3,Silty
8.02,9.03,300.01,Sandy
5.57,43.42,55.16,Sandy
6.74,44.1,99.82,Silty
8.77,22.73,240.7,Sandy
6.74,36.43,118.66,Silty
8.96,9.63,109.74,Peaty
6.0,10.97,412.77,Clay
8.7,18.64,170.09,Sandy
8.47,49.26,204.51,Sandy
4.86,33.64,402.0,Loamy
5.81,33.96,121.29,Peaty
8.44,12.12,72.06,Peaty
5.87,7.71,89.8,Loamy
5.57,30.41,446.69,Silty
7.18,11.07,433.41,Silty
4.83,14.97,210.23,Sandy
7.92,16.93,397.19,Clay
6.92,43.96,324.94,Loamy
4.83,38.56,69.77,Loamy
4.86,42.3,50.36,Silty
8.12,7.25,388.53,Sandy
6.51,25.62,270.95,Loamy
6.86,42.22,385.11,Loamy
8.28,47.87,271.89,Silty
5.5,17.72,51.27,Sandy
4.96,14.05,148.2,Sandy
5.8,20.25,349.11,Clay
8.25,16.16,122.06,Sandy
5.14,14.47,110.66,Silty
6.87,41.0,250.28,Silty
5.41,17.96,270.03,Clay
5.85,6.92,397.06,Silty
5.19,8.96,186.55,Silty
6.88,30.12,204.66,Loamy
8.25,47.72,178.94,Peaty
5.59,34.49,286.04,Sandy
6.1,7.48,192.35,Clay
7.53,47.37,192.02,Silty
7.28,13.33,232.33,Clay
5.79,46.9,403.98,Peaty
6.59,26.5,275.46,Silty
7.59,18.19,131.9,Loamy
7.39,9.94,66.52,Peaty
4.76,32.62,115.1,Peaty
4.82,24.08,211.62,Clay
8.32,7.77,185.01,Clay
5.77,30.29,445.52,Peaty
5.59,21.65,98.29,Loamy
8.31,8.34,117.28,Clay
5.06,13.97,196.74,Clay
6.71,37.76,380.31,Clay
6.58,37.9,419.23,Peaty
5.88,10.39,233.3,Peaty
7.07,6.02,396.0,Silty
5.73,49.68,88.98,Clay
6.86,28.33,233.35,Loamy
6.05,42.06,231.74,Silty
9.0,48.7,441.84,Peaty
8.03,21.46,162.63,Sandy
6.49,41.91,437.64,Clay
6.61,41.1,75.4,Loamy
7.4,35.07,94.04,Loamy
8.1,24.04,177.23,Loamy
4.52,40.01,325.52,Silty
7.63,42.74,302.8,Peaty
7.27,37.94,368.52,Clay
5.75,17.63,136.17,Loamy
8.48,48.21,288.19,Silty
5.18,26.25,358.23,Silty
4.52,47.49,172.31,Silty
8.42,27.01,263.86,Loamy
6.36,41.73,180.54,Silty
6.7,30.21,420.68,Peaty
5.04,36.12,83.53,Clay
4.55,10.81,302.09,Sandy
8.87,37.18,273.24,Loamy
5.51,47.58,445.51,Loamy
5.07,11.87,378.92,Silty
6.19,7.46,146.96,Sandy
6.36,21.39,448.6,Loamy
4.54,40.08,135.31,Clay
4.76,9.5,114.59,Clay
6.15,40.78,353.09,Loamy
8.61,26.43,334.37,Loamy
5.99,23.66,414.86,Clay
8.24,28.38,105.77,Sandy
5.38,18.6,436.11,Silty
6.49,41.93,438.11,Silty
6.59,38.59,153.48,Silty
8.49,7.19,344.06,Loamy
6.32,44.19,235.52,Loamy
8.21,35.79,248.92,Loamy
8.76,8.12,416.18,Peaty
7.64,12.22,449.14,Loamy
6.31,12.72,172.41,Silty
5.13,28.07,397.56,Silty
5.88,45.34,208.76,Clay
6.21,40.17,410.34,Silty
6.18,34.13,396.03,Loamy
7.29,8.32,130.93,Clay
8.94,17.66,68.17,Clay
5.39,25.86,118.92,Silty
5.37,37.85,308.79,Clay
6.09,28.73,409.75,Clay
4.83,46.69,64.76,Silty
5.82,32.43,230.48,Sandy
4.63,8.77,416.04,Peaty
6.82,38.74,417.39,Silty
8.16,15.27,258.61,Silty
5.51,36.77,434.15,Clay
7.65,21.37,73.31,Peaty
8.83,33.84,109.31,Silty
5.87,22.09,368.37,Clay
5.84,21.26,117.86,Silty
4.66,49.84,121.62,Loamy
8.75,9.61,179.49,Loamy
4.77,13.54,54.81,Peaty
8.74,45.56,259.74,Loamy
5.8,10.75,343.51,Sandy
8.44,38.87,333.92,Loamy
8.18,18.79,395.72,Loamy
7.18,32.84,236.24,Loamy
5.33,35.41,102.94,Peaty
4.95,17.26,299.6,Sandy
5.3,45.75,300.59,Loamy
5.7,46.52,296.72,Sandy
7.75,41.86,241.79,Loamy
5.04,17.19,326.69,Peaty
8.48,7.47,89.99,Silty
5.93,34.48,194.0,Loamy
8.69,33.72,143.66,Sandy
6.98,15.68,290.5,Loamy
5.17,7.24,354.58,Loamy
6.01,48.97,262.93,Sandy
4.72,6.12,99.43,Peaty
7.76,8.03,435.77,Silty
7.87,33.12,376.48,Peaty
8.72,13.38,108.22,Clay
5.11,11.86,114.53,Clay
8.35,20.94,342.59,Peaty
5.63,13.2,175.26,Silty
7.92,36.15,284.54,Clay
8.55,11.96,377.08,Loamy
6.73,8.45,377.42,Sandy
7.84,12.81,276.87,Silty
7.21,7.12,101.69,Silty
4.86,36.6,352.22,Peaty
7.09,19.63,438.58,Sandy
5.69,18.09,182.65,Loamy
8.81,35.11,218.1,Loamy
5.73,28.01,302.19,Sandy
6.92,49.46,379.49,Silty
5.65,22.42,348.1,Peaty
4.69,27.69,355.26,Sandy
6.79,47.03,127.53,Loamy
4.87,11.55,96.61,Loamy
6.04,40.2,167.78,Silty
4.85,36.48,120.76,Sandy
7.92,36.49,293.83,Loamy
7.51,40.48,110.5,Peaty
8.27,13.33,343.96,Loamy
6.46,25.38,425.04,Silty
5.94,26.44,266.96,Loamy
6.65,49.23,326.36,Sandy
7.31,17.77,340.7,Clay
6.17,39.31,352.86,Loamy
7.65,25.06,196.76,Loamy
8.19,22.67,229.8,Loamy
8.83,31.26,234.09,Loamy
8.8,41.31,275.21,Silty
8.84,41.01,100.76,Loamy
8.84,42.45,117.03,Peaty
5.8,28.08,248.68,Sandy
6.28,18.23,263.4,Clay
8.07,13.65,288.62,Peaty
8.6,35.33,52.54,Clay
8.09,46.03,376.25,Loamy
6.66,39.13,437.44,Clay
8.94,14.32,386.95,Sandy
5.47,19.73,365.51,Peaty
5.88,15.05,109.98,Peaty
8.7,17.85,217.95,Sandy
6.63,35.53,78.87,Silty
8.79,48.66,240.25,Peaty
6.75,11.91,341.43,Sandy
4.77,26.44,121.64,Sandy
6.13,31.18,407.52,Loamy
5.12,27.6,424.32,Clay
8.88,41.38,269.42,Sandy
4.55,45.53,245.95,Sandy
5.18,29.01,115.2,Loamy
5.45,39.07,382.39,Loamy
8.18,37.92,442.89,Silty
7.69,43.34,415.48,Sandy
8.23,48.59,65.24,Sandy
8.49,18.72,390.81,Peaty
5.62,43.8,107.33,Loamy
5.11,36.42,61.99,Sandy
6.28,34.36,170.82,Silty
8.16,44.43,223.81,Silty
8.65,32.13,210.91,Sandy
5.24,13.79,435.68,Clay
6.67,27.93,355.78,Peaty
7.4,44.18,123.85,Peaty
7.08,15.16,124.21,Sandy
7.14,49.31,188.86,Silty
7.91,17.54,143.79,Loamy
7.36,28.49,314.19,Clay
6.4,5.9,378.68,Peaty
6.22,48.93,419.31,Loamy
6.43,25.7,93.82,Sandy
4.52,18.89,185.13,Clay
8.73,42.74,98.16,Loamy
6.16,49.8,107.93,Loamy
8.89,38.56,401.03,Loamy
8.01,39.23,344.13,Sandy
5.19,26.17,422.52,Silty
8.93,11.65,138.77,Peaty
6.55,35.37,308.55,Peaty
7.26,34.56,252.05,Clay
4.55,20.84,121.99,Silty
6.0,30.57,156.58,Clay
5.37,38.78,424.66,Clay
4.97,33.8,417.42,Silty
6.93,18.76,395.63,Peaty
4.94,44.39,195.28,Silty
8.43,7.36,127.86,Peaty
7.51,6.54,186.24,Silty
8.94,15.08,320.61,Sandy
6.91,7.03,84.22,Clay
7.91,22.91,285.79,Sandy
5.41,7.12,247.44,Clay
7.72,20.8,72.48,Sandy
8.15,7.13,197.93,Silty
6.4,20.77,363.65,Sandy
4.95,49.91,360.34,Clay
7.82,12.66,183.35,Clay
4.89,34.21,118.51,Peaty
4.51,16.18,394.71,Peaty
8.73,32.06,332.69,Silty
7.47,18.32,171.91,Silty
6.83,25.12,205.14,Sandy
6.93,37.03,193.33,Sandy
7.79,30.43,222.23,Clay
5.25,22.37,195.12,Peaty
7.68,9.26,180.59,Peaty
8.58,42.57,282.25,Loamy
5.54,23.63,327.08,Loamy
7.5,5.87,88.0,Sandy
8.86,27.55,447.54,Peaty
7.86,12.55,442.63,Peaty
8.77,40.92,411.92,Peaty
5.21,41.53,328.77,Clay
5.94,16.9,294.03,Loamy
5.23,32.75,211.5,Peaty
8.88,33.67,338.14,Silty
5.36,14.76,421.99,Clay
4.89,28.98,332.98,Silty
6.02,12.58,219.94,Loamy
6.48,21.06,375.86,Peaty
7.49,42.39,358.7,Clay
8.55,27.89,51.81,Sandy
8.21,16.29,106.72,Clay
6.29,35.28,246.61,Sandy
8.08,18.98,140.45,Peaty
6.27,18.93,420.83,Loamy
8.34,43.32,162.04,Loamy
7.84,15.54,319.16,Peaty
7.43,42.08,231.26,Sandy
4.97,16.57,430.0,Loamy
4.98,19.16,310.73,Sandy
7.24,45.88,199.88,Sandy
8.2,8.02,327.88,Loamy
5.04,44.56,75.69,Peaty
4.93,18.21,354.0,Loamy
8.53,40.86,181.46,Silty
6.88,33.59,203.59,Peaty
7.9,44.93,160.26,Peaty
8.73,6.28,155.78,Loamy
7.97,41.63,147.22,Clay
7.55,16.88,229.49,Peaty
7.26,43.42,389.07,Sandy
6.28,14.51,289.58,Sandy
6.5,14.86,263.77,Peaty
4.71,27.44,185.36,Clay
8.48,34.42,413.44,Silty
8.62,9.8,188.65,Peaty
7.57,7.34,348.1,Silty
6.7,18.62,234.2,Peaty
4.68,37.58,171.6,Clay
7.11,45.77,251.22,Clay
8.87,7.03,147.38,Clay
7.31,39.29,184.85,Clay
8.9,44.05,142.25,Loamy
5.52,22.46,261.13,Silty
4.59,9.38,94.84,Sandy
7.7,40.5,364.01,Clay
8.61,14.52,216.46,Sandy
4.73,35.44,162.18,Clay
5.73,35.3,247.19,Clay
8.14,12.06,116.17,Silty
4.67,13.35,334.73,Loamy
5.74,9.39,144.98,Silty
4.65,43.89,372.8,Loamy
5.2,42.91,256.21,Loamy
7.65,8.38,167.49,Loamy
5.34,35.96,399.63,Clay
7.45,22.79,183.89,Loamy
8.55,43.24,395.94,Loamy
5.39,16.64,224.76,Clay
6.31,43.19,303.16,Clay
7.21,44.05,190.88,Silty
8.23,18.03,384.14,Loamy
8.02,45.17,296.18,Clay
6.51,13.4,186.98,Sandy
6.29,44.32,135.83,Silty
6.28,13.33,244.13,Sandy
5.27,17.28,77.41,Silty
5.65,12.28,93.97,Loamy
5.88,31.78,422.18,Loamy
5.39,30.54,186.68,Sandy
5.23,40.5,144.8,Peaty
4.57,31.8,215.84,Loamy
6.83,11.81,395.44,Silty
5.44,23.95,273.57,Peaty
5.35,37.81,253.49,Sandy
5.4,27.18,360.91,Peaty
4.99,28.3,101.38,Clay
5.22,15.5,131.9,Peaty
6.1,9.91,442.54,Clay
5.27,7.01,367.6,Silty
7.33,11.6,431.05,Loamy
5.26,8.75,379.28,Sandy
5.12,14.31,101.04,Loamy
6.99,28.05,408.94,Sandy
6.75,10.78,120.14,Loamy
5.91,9.14,90.12,Silty
6.86,22.78,189.37,Silty
5.25,41.73,305.66,Peaty
5.6,23.33,323.38,Sandy
5.82,48.65,66.11,Silty
7.46,30.99,203.76,Loamy
4.7,38.7,439.48,Clay
6.99,28.96,278.42,Clay
4.71,42.76,208.47,Silty
8.02,39.64,136.93,Silty
4.59,38.74,214.55,Silty
6.32,13.88,442.16,Loamy
6.12,26.16,387.55,Peaty
8.73,44.07,315.89,Loamy
8.78,23.72,193.42,Loamy
7.9,9.62,321.29,Loamy
8.44,36.43,160.03,Clay
5.12,21.14,71.37,Loamy
5.67,33.4,66.89,Silty
7.42,16.19,96.61,Sandy
5.92,26.38,401.67,Clay
8.79,5.51,120.61,Peaty
6.47,41.64,120.31,Loamy
5.92,25.44,348.49,Silty
5.37,5.36,87.97,Silty
7.26,26.93,258.61,Sandy
7.75,14.15,68.59,Clay
6.48,21.41,60.71,Sandy
5.63,36.27,436.92,Peaty
5.95,21.82,384.35,Clay
6.11,30.7,211.13,Silty
8.75,38.31,295.21,Sandy
5.5,29.91,319.17,Sandy
8.11,13.34,241.39,Peaty
7.86,14.29,370.7,Loamy
8.22,9.26,281.04,Loamy
6.01,12.57,339.95,Clay
8.72,15.27,344.54,Sandy
7.91,19.41,60.9,Loamy
6.9,33.96,164.03,Sandy
8.49,10.49,228.47,Clay
4.83,40.39,160.2,Peaty
6.73,20.04,161.07,Loamy
5.27,9.57,73.91,Peaty
7.08,42.83,139.35,Silty
5.48,8.07,440.97,Loamy
8.45,30.4,213.42,Peaty
7.93,24.61,204.48,Clay
8.06,45.46,298.36,Peaty
6.02,29.95,55.53,Silty
7.92,26.94,344.0,Loamy
7.13,48.7,79.85,Clay
8.28,32.62,77.33,Loamy
6.93,28.17,293.26,Peaty
8.76,9.06,350.13,Sandy
5.19,23.07,338.54,Loamy
8.25,35.38,96.1,Clay
5.59,25.62,434.17,Loamy
8.29,31.59,448.67,Peaty
8.49,8.86,57.76,Loamy
5.51,41.86,338.43,Silty
7.27,29.62,281.72,Clay
6.87,36.39,352.77,Sandy
6.92,49.36,167.39,Sandy
7.16,46.74,389.77,Silty
7.38,47.52,384.4,Clay
4.6,45.72,247.14,Silty
6.31,40.11,322.99,Sandy
8.35,19.2,133.47,Clay
8.16,49.2,77.52,Peaty
5.64,31.01,255.47,Peaty
6.79,36.17,217.71,Silty
4.68,14.92,76.78,Silty
7.76,26.14,81.74,Loamy
6.02,8.23,237.37,Clay
7.59,28.5,430.31,Sandy
7.8,28.75,359.85,Clay
7.64,47.99,257.32,Loamy
6.74,29.55,280.26,Loamy
7.37,5.17,343.4,Peaty
7.32,33.32,334.79,Sandy
5.76,16.49,325.24,Loamy
6.97,7.6,96.63,Loamy
4.75,23.81,325.36,Silty
6.44,47.82,281.35,Silty
5.68,8.47,185.69,Clay
5.45,11.29,100.7,Peaty
4.72,32.82,248.07,Peaty
6.05,29.87,145.21,Sandy
7.17,35.76,146.06,Loamy
5.49,49.19,351.5,Sandy
6.8,46.82,98.0,Sandy
8.75,6.09,436.13,Loamy
5.49,33.15,298.54,Loamy
7.62,27.3,165.68,Silty
6.08,41.81,149.59,Clay
7.85,43.46,185.44,Sandy
4.81,18.12,256.07,Silty
5.93,13.67,106.14,Sandy
6.0,7.23,156.73,Silty
4.59,48.1,145.24,Silty
8.11,29.63,206.38,Sandy
8.21,20.31,240.78,Loamy
5.8,27.27,272.02,Loamy
4.94,17.4,165.76,Sandy
6.58,32.09,289.01,Clay
6.06,42.86,103.12,Clay
6.59,18.96,255.6,Sandy
4.59,17.6,389.1,Peaty
4.52,22.68,423.35,Peaty
6.3,18.17,380.27,Loamy
6.49,11.01,306.26,Sandy
7.36,23.77,244.87,Loamy
7.14,16.84,390.01,Peaty
6.93,13.33,232.31,Loamy
6.71,11.27,373.41,Clay
8.35,12.95,142.09,Peaty
4.9,9.17,123.24,Sandy
6.38,19.02,385.84,Sandy
7.28,25.39,195.82,Loamy
7.81,13.55,145.63,Clay
8.79,34.41,277.07,Peaty
8.21,24.07,155.72,Silty
4.72,18.83,344.34,Peaty
8.95,10.73,301.82,Silty
5.78,26.5,309.23,Sandy
7.05,9.54,446.55,Loamy
5.05,36.01,304.76,Loamy
5.05,30.47,63.03,Sandy
8.87,40.98,283.21,Peaty
6.23,30.97,425.65,Loamy
8.11,45.39,333.62,Peaty
6.57,33.01,395.47,Silty
6.32,41.68,199.87,Peaty
6.02,33.74,295.16,Sandy
7.02,8.19,96.87,Sandy
5.46,27.15,152.98,Clay
8.41,43.36,357.41,Loamy
8.89,10.63,391.61,Silty
4.91,41.31,137.38,Loamy
6.68,44.85,134.69,Loamy
7.17,33.26,330.99,Peaty
8.61,5.03,254.54,Silty
7.39,25.12,251.91,Sandy
8.38,20.85,246.66,Sandy
7.9,40.23,262.43,Sandy
5.48,32.96,63.33,Sandy
7.54,43.7,430.11,Peaty
7.91,24.15,289.3,Peaty
7.49,49.94,293.84,Loamy
5.09,17.87,189.77,Loamy
8.76,21.4,78.99,Silty
5.36,31.89,395.27,Sandy
7.41,13.21,248.66,Loamy
5.04,34.11,251.58,Peaty
8.49,29.27,221.22,Silty
5.87,33.63,266.55,Clay
7.97,49.09,325.66,Sandy
7.14,41.28,180.51,Peaty
7.94,47.96,122.0,Loamy
5.47,28.45,213.93,Peaty
4.62,16.29,329.93,Loamy
6.09,48.41,429.16,Silty
6.29,48.76,120.61,Peaty
8.22,31.88,295.77,Silty
5.13,38.16,50.28,Silty
6.74,26.17,401.72,Sandy
5.62,15.7,74.93,Sandy
4.54,16.84,411.35,Silty
6.13,46.55,117.69,Clay
6.26,30.67,65.96,Peaty
6.43,48.6,181.02,Loamy
5.37,20.41,274.34,Loamy
6.33,21.55,418.01,Sandy
7.12,47.29,449.08,Loamy
7.05,9.71,408.88,Sandy
4.51,8.48,69.73,Clay
8.28,10.19,121.56,Silty
5.08,41.54,149.14,Loamy
7.88,20.11,295.91,Clay
6.0,30.74,179.89,Loamy
7.22,24.21,327.72,Loamy
8.9,24.46,448.92,Sandy
6.77,26.11,199.38,Sandy
8.41,7.22,53.08,Silty
5.84,32.86,286.89,Clay
6.21,45.36,221.83,Sandy
8.48,22.27,395.3,Peaty
6.09,34.94,210.68,Peaty
